bg2.png,sample.png,
32,
95,29,
  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  32,  32,  32,  32,  49,  50,  32,  32,  49,  50,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  12,  12,  12,  12,  12,
  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  32,  32,  32,  32,  49,  50,  32,  32,  49,  50,  32,  42,  42,  42,  42,  42,  42,  42,  42,  42,  12,  22,  22,  22,  22,  12,
  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  33,  52,  52,  52,  52,  52,  52,  52,  52,  52,  31,  22,  22,  22,  22,  32,  32,  32,  32,  32,  32,  32,  32,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  42,  32,  32,  32,  32,  49,  50,  32,  32,  49,  50,  42,  42,  42,  42,  42,  42,  42,  42,  42,  12,  22,  32,  32,  32,  32,  12,
  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  43,   0,   0,   0,   0,   0,   0,   0,   0,   0,  41,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  22,  33,  52,  52,  52,  52,  49,  50,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  49,  50,  52,  52,  49,  50,  52,  52,  52,  52,  52,  52,  52,  52,  31,  22,  32,  32,  32,  32,  32,  12,
  32,  33,  52,  52,  52,  52,  49,  50,  52,  52,  53,   0,   0,   0,   0,  37,   1,   2,   2,   2,  21,  33,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  52,  53,   0,   0,   0,   0,  59,  60,   0,   0,   0,   0,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  49,  50,  62,  62,  49,  50,  62,  62,  62,  62,   0,   0,   0,   0,  41,  32,  32,  32,  32,  32,  32,  12,
  32,  43,   0,   0,   0,   0,  59,  60,   0,   0,   0,   0,   0,   0,   0,   0,  41,  32,  32,  32,  33,  53,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  49,  50,  62,  62,  49,  50,  62,  62,  62,  62,   0,   0,   0,   0,  41,  12,  12,  12,  12,  12,  12,  12,
  52,  53,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  41,  32,  32,  33,  53,   0,   0,   0,   0,   0,   0,   0,   0,  25,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,  44,  45,  45,  49,  50,  62,  62,  49,  50,  62,  62,  62,  62,   0,   0,   0,   0,  41,  12,  22,  22,  22,  12,  22,  12,
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  21,  32,  33,  53,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  54,  55,  55,  49,  50,  62,  62,  49,  50,  62,  62,  62,   0,   0,   0,   0,   0,  41,  12,  32,  32,  32,  12,  32,  22,
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  78,  79,  79,  79,  41,  42,  42,  43,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  62,  62,  62,  62,  62,  62,  62,  62,  62,  62,   0,   0,   0,   0,   0,  62,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  62,  62,  62,  62,  62,  62,  49,  50,  62,  62,   0,   0,   0,   0,   0,   0,  41,  12,  12,  12,  12,  12,  32,  32,
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  51,  52,  52,  53,  79,  79,  79,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  62,  62,  62,  62,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  62,  62,  62,  62,  62,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  62,  62,  62,  62,  62,  62,  62,  62,  62,  49,  50,  62,  62,   0,   0,   0,   0,   0,   0,  41,  12,  12,  22,  22,  12,  12,  32,
