91,
 1,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 2,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 3,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 4,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 5,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 6,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 7,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 8,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
11,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
12,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
13,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
14,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
15,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
16,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
17,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
18,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
20,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
21,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
22,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
23,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
24,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
25,15, 0, 0, 0, 0, 0, 0, 0, 0,15,35,35,
26,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
27,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
28,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
29,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
30,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
31,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
32,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
33,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
34,15, 0, 0, 0, 0, 0, 0, 0, 0,14, 0,35,
35,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
36,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
37, 1, 0, 0, 0, 0, 0, 0, 0, 0,15,35,35,
38,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
39,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
40,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
41,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
42,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
43,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
44,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
45,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
46,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
47,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
48,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
49,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
50,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
51,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
52,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
53,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
54,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
55,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
56,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
57,15, 0, 0, 0, 0, 0, 0, 0, 0,14, 0,58,
58,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
59,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
60,15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,
61,15, 0, 0, 0, 0, 0, 0, 0, 0,15,58,58,
62,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
65, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
66, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
67, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
78, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
79, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
80, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
81, 0,15,15, 0, 0, 0, 0, 0, 0, 0, 0, 0,
82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
91, 0,15,15, 0, 0, 0, 0, 0, 0, 0, 0, 0,
92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
